County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
King,Kirkland,WA,98033,2024,HYUNDAI,IONIQ 5,1,3,0,0,48,260681921,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022603
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,1,3,0,0,45,229044700,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
King,Sammamish,WA,98074,2018,TESLA,MODEL S,1,1,249,0,45,271271773,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032318
King,Normandy Park,WA,98166,2023,POLESTAR,PS2,1,3,0,0,33,225950763,-122.3472273 47.4568458,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028600
King,Bellevue,WA,98005,2018,TESLA,MODEL 3,1,1,215,0,48,474761661,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023701
Thurston,Olympia,WA,98501,2023,FORD,MUSTANG MACH-E,1,3,0,0,22,252657905,-122.8733203 47.0133209,PUGET SOUND ENERGY INC,53067010100
King,Newcastle,WA,98056,2019,TESLA,MODEL 3,1,1,220,0,41,128695780,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024703
Clallam,Sequim,WA,98382,2022,TOYOTA,RAV4 PRIME,0,1,42,0,24,251410743,-123.1090862 48.0805816,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLALLAM COUNTY,53009001702
King,Bellevue,WA,98007,2024,MERCEDES-BENZ,EQS-CLASS SUV,1,3,0,0,48,272279661,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022804
King,Seattle,WA,98112,2019,CHEVROLET,BOLT EV,1,1,238,0,43,259011980,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006300
King,Issaquah,WA,98027,2022,JEEP,WRANGLER,0,2,21,0,5,230247223,-122.0402383 47.5276876,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032103
King,Kenmore,WA,98028,2022,TOYOTA,RAV4 PRIME,0,1,42,0,46,207710765,-122.2478069 47.75817,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022101
King,Bellevue,WA,98006,2015,NISSAN,LEAF,1,1,84,0,41,158765981,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024905
King,Bellevue,WA,98006,2022,TESLA,MODEL Y,1,3,0,0,41,200659189,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
Clark,Battle Ground,WA,98604,2019,TESLA,MODEL 3,1,1,220,0,18,307982755,-122.5256203 45.7875036,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040414
Clark,Vancouver,WA,98685,2024,RIVIAN,R1S,1,3,0,0,18,269613956,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040907
Thurston,Olympia,WA,98512,2011,NISSAN,LEAF,1,1,73,0,35,144417262,-122.957046 46.991391,PUGET SOUND ENERGY INC,53067011810
Clark,Brush Prairie,WA,98606,2022,TESLA,MODEL 3,1,3,0,0,17,209773574,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040715
King,Renton,WA,98055,2023,HYUNDAI,IONIQ 5,1,3,0,0,33,251525921,-122.2003346 47.4487206,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029309
King,Kirkland,WA,98034,2024,BMW,X5,0,1,39,0,45,245781784,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Seattle,WA,98144,2024,TOYOTA,RAV4 PRIME,0,1,42,0,37,264689603,-122.3016563 47.5858977,CITY OF SEATTLEWACITY OF TACOMAWA,53033008900
King,Seattle,WA,98109,2022,KIA,NIRO,1,3,0,0,36,193567832,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007002
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,239909813,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Redmond,WA,98052,2020,TESLA,MODEL 3,1,1,322,0,48,131434299,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032331
King,Seattle,WA,98125,2021,TESLA,MODEL 3,1,3,0,0,46,268604283,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000201
Snohomish,Mill Creek,WA,98012,2023,FORD,MUSTANG MACH-E,1,3,0,0,44,260499487,-122.206146 47.839957,PUGET SOUND ENERGY INC,53061052004
King,Seattle,WA,98105,2024,TESLA,MODEL Y,1,3,0,0,43,261695535,-122.304212 47.664294,CITY OF SEATTLEWACITY OF TACOMAWA,53033004402
King,Kent,WA,98031,2024,TESLA,MODEL Y,1,3,0,0,47,269115493,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029408
King,Auburn,WA,98092,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,1,3,0,0,47,233245260,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029602
King,Sammamish,WA,98075,2016,FORD,FUSION,0,2,19,0,41,132929562,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032215
King,Kirkland,WA,98033,2022,AUDI,E-TRON SPORTBACK,1,3,0,0,45,214865514,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022402
Clark,Vancouver,WA,98685,2024,BMW,X5,0,1,39,0,18,261051332,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040907
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,1,3,0,0,45,252285666,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
Kitsap,Bremerton,WA,98312,2018,NISSAN,LEAF,1,1,151,0,35,474183811,-122.6961203 47.5759584,PUGET SOUND ENERGY INC,53035080700
King,Bellevue,WA,98004,2022,TESLA,MODEL Y,1,3,0,0,48,197509532,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Kent,WA,98031,2023,KIA,EV6,1,3,0,0,47,258273739,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029405
King,Renton,WA,98057,2023,TESLA,MODEL Y,1,3,0,0,37,237940153,-122.2171169 47.4762968,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025303
King,Seattle,WA,98103,2021,TESLA,MODEL Y,1,3,0,0,43,181111157,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033005000
Thurston,Olympia,WA,98501,2022,KIA,EV6,1,3,0,0,35,216945837,-122.8733203 47.0133209,PUGET SOUND ENERGY INC,53067011821
King,Bellevue,WA,98006,2023,TESLA,MODEL 3,1,3,0,0,41,259913713,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024902
Clark,Brush Prairie,WA,98606,2022,TOYOTA,PRIUS PRIME,0,2,25,0,17,262758660,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040715
King,Seattle,WA,98109,2024,JEEP,WRANGLER,0,2,21,0,43,269759290,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007303
King,Shoreline,WA,98155,2021,TESLA,MODEL Y,1,3,0,0,32,148293106,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033020500
King,Seattle,WA,98122,2023,TESLA,MODEL Y,1,3,0,0,37,224421921,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007800
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,1,3,0,0,45,221357692,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022401
King,Kirkland,WA,98034,2017,TESLA,MODEL X,1,1,200,0,1,197715276,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
King,Bellevue,WA,98004,2024,TESLA,MODEL Y,1,3,0,0,41,269583254,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Kirkland,WA,98034,2019,NISSAN,LEAF,1,1,150,0,45,214907948,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
Yakima,Yakima,WA,98903,2015,CHEVROLET,SPARK,1,1,82,0,14,203498235,-120.5807155 46.5654909,PACIFICORP,53077001202
Snohomish,Lynnwood,WA,98087,2021,TESLA,MODEL 3,1,3,0,0,21,186137934,-122.27336 47.861417,PUGET SOUND ENERGY INC,53061051804
King,Bellevue,WA,98005,2022,TESLA,MODEL Y,1,3,0,0,41,208570946,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023603
Kitsap,Bainbridge Island,WA,98110,2016,KIA,SOUL,1,1,93,31950,23,114928390,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Kirkland,WA,98034,2023,VOLVO,XC40,1,3,0,0,45,271953188,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
Cowlitz,Ariel,WA,98603,2020,CHEVROLET,BOLT EV,1,1,259,0,20,259857076,-122.448185 45.990659,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015001501
King,Bellevue,WA,98007,2023,TESLA,MODEL Y,1,3,0,0,48,226101270,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022805
King,Kirkland,WA,98033,2017,TESLA,MODEL X,1,1,200,0,48,223544765,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022701
King,Auburn,WA,98002,2020,TESLA,MODEL 3,1,1,266,0,47,111612301,-122.22285 47.30507,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030503
King,Shoreline,WA,98133,2024,TESLA,MODEL 3,1,3,0,0,32,269783489,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033020301
King,Shoreline,WA,98155,2021,TESLA,MODEL Y,1,3,0,0,32,194245831,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021300
Kitsap,Bainbridge Island,WA,98110,2018,NISSAN,LEAF,1,1,151,0,23,347927401,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090800
King,Bellevue,WA,98005,2020,CHEVROLET,BOLT EV,1,1,259,0,48,259027947,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023701
King,Seattle,WA,98125,2024,TOYOTA,RAV4 PRIME,0,1,42,0,46,262672581,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000202
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,1,3,0,0,45,256154692,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Bothell,WA,98011,2021,AUDI,E-TRON,1,1,222,0,1,144906702,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022001
King,Seatac,WA,98148,2022,TESLA,MODEL 3,1,3,0,0,33,220929481,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,Seattle,WA,98134,2014,BMW,I3,0,1,72,0,37,322047148,-122.3290729 47.5773571,CITY OF SEATTLEWACITY OF TACOMAWA,53033009300
King,Kirkland,WA,98034,2021,VOLVO,XC40,1,3,0,0,1,260324998,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022300
King,Seattle,WA,98117,2023,TESLA,MODEL Y,1,3,0,0,36,261032663,-122.377938 47.690166,CITY OF SEATTLEWACITY OF TACOMAWA,53033002900
King,Seattle,WA,98109,2024,TESLA,MODEL 3,1,3,0,0,36,265501960,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007101
Clark,Camas,WA,98607,2024,TESLA,CYBERTRUCK,1,3,0,0,18,268718257,-122.4220033 45.6092439,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040609
King,Bellevue,WA,98004,2023,SUBARU,SOLTERRA,1,3,0,0,48,264578275,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023805
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,0,1,32,0,11,236411535,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98033,2023,HYUNDAI,IONIQ 5,1,3,0,0,48,259670225,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Tukwila,WA,98188,2024,DODGE,HORNET,0,1,32,0,11,261698468,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Issaquah,WA,98029,2018,TESLA,MODEL 3,1,1,215,0,5,476585896,-122.0209893 47.5632565,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032221
King,Renton,WA,98056,2019,TESLA,MODEL 3,1,1,220,0,37,148826331,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025302
Kitsap,Bremerton,WA,98312,2013,TESLA,MODEL S,1,1,208,69900,35,127420940,-122.6961203 47.5759584,PUGET SOUND ENERGY INC,53035080700
Thurston,Yelm,WA,98597,2023,CHEVROLET,BOLT EUV,1,3,0,0,20,262093093,-122.60735 46.94239,PUGET SOUND ENERGY INC,53067012531
King,Kirkland,WA,98034,2024,MERCEDES-BENZ,GLE-CLASS,0,1,48,0,1,270697080,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022204
Kitsap,Olalla,WA,98359,2024,KIA,EV9,1,3,0,0,26,264256478,-122.5730403 47.4282964,PUGET SOUND ENERGY INC,53035092802
King,Sammamish,WA,98075,2022,KIA,NIRO,1,3,0,0,41,258096289,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032224
Clark,Vancouver,WA,98686,2021,FORD,MUSTANG MACH-E,1,3,0,0,17,187404843,-122.626623 45.711724,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040412
King,Sammamish,WA,98075,2023,TESLA,MODEL Y,1,3,0,0,41,226105043,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032224
King,Woodinville,WA,98072,2022,TESLA,MODEL Y,1,3,0,0,45,257623012,-122.1368031 47.7621254,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032319
King,Renton,WA,98058,2024,TESLA,CYBERTRUCK,1,3,0,0,11,269525784,-122.1476337 47.4438471,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029304
King,Bellevue,WA,98008,2022,BMW,X5,0,1,30,0,48,185645610,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023100
King,Renton,WA,98058,2021,TESLA,MODEL Y,1,3,0,0,11,139752077,-122.1476337 47.4438471,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031910
King,Seattle,WA,98133,2019,TESLA,MODEL 3,1,1,220,0,32,258820026,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
Snohomish,Lynnwood,WA,98087,2024,HYUNDAI,KONA ELECTRIC,1,3,0,0,21,260712441,-122.27336 47.861417,PUGET SOUND ENERGY INC,53061041816
King,Auburn,WA,98002,2014,FORD,C-MAX,0,2,19,0,47,145154236,-122.22285 47.30507,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030600
Clark,Vancouver,WA,98682,2022,TESLA,MODEL 3,1,3,0,0,17,262739060,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041313
King,Shoreline,WA,98155,2016,VOLKSWAGEN,E-GOLF,1,1,83,0,32,108920395,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033020401
Clark,Battle Ground,WA,98604,2016,TESLA,MODEL S,1,1,210,0,17,228244460,-122.5256203 45.7875036,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040408
Clark,Vancouver,WA,98660,2021,NISSAN,LEAF,1,3,0,0,49,166881256,-122.67156 45.63248,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011042100
King,Seattle,WA,98133,2022,TESLA,MODEL Y,1,3,0,0,46,192360878,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000601
King,Redmond,WA,98052,2021,TESLA,MODEL Y,1,3,0,0,45,142153406,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
Thurston,Olympia,WA,98506,2022,TESLA,MODEL 3,1,3,0,0,22,193660512,-122.87741 47.05997,PUGET SOUND ENERGY INC,53067010200
Thurston,Olympia,WA,98513,2019,TESLA,MODEL 3,1,1,220,0,2,476844931,-122.7654699 46.9970624,PUGET SOUND ENERGY INC,53067012332
Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL Y,1,3,0,0,23,254698286,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090902
King,Kirkland,WA,98033,2022,RIVIAN,R1T,1,3,0,0,48,199458143,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022701
Clark,Camas,WA,98607,2019,TESLA,MODEL 3,1,1,220,0,18,477532996,-122.4220033 45.6092439,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040605
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,0,1,32,0,11,237943471,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Burien,WA,98168,2023,PORSCHE,TAYCAN,1,3,0,0,33,249752247,-122.297205 47.486649,CITY OF SEATTLEWACITY OF TACOMAWA,53033027100
King,Seattle,WA,98133,2017,TOYOTA,PRIUS PRIME,0,2,25,0,32,116697626,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000402
King,Kirkland,WA,98034,2021,BMW,X3,0,2,17,0,45,171499303,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
King,Redmond,WA,98052,2023,FORD,F-150,1,3,0,0,45,249776894,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022605
King,Kirkland,WA,98033,2020,PORSCHE,TAYCAN,1,1,192,0,48,117744140,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022701
Cowlitz,Longview,WA,98632,2021,FORD,ESCAPE,0,1,38,0,19,182186959,-122.973463 46.15445,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015000400
King,Seattle,WA,98112,2021,TESLA,MODEL 3,1,3,0,0,43,148923015,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006300
King,Seatac,WA,98148,2023,KIA,EV6,1,3,0,0,33,258178742,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,Seattle,WA,98125,2014,NISSAN,LEAF,1,1,84,0,46,237239201,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000102
King,Kenmore,WA,98028,2016,NISSAN,LEAF,1,1,84,0,46,162082420,-122.2478069 47.75817,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022101
King,Renton,WA,98055,2018,TESLA,MODEL 3,1,1,215,0,11,475627799,-122.2003346 47.4487206,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025703
Snohomish,Lake Stevens,WA,98258,2020,TESLA,MODEL Y,1,1,291,0,39,109873123,-122.0816912 48.0122934,PUGET SOUND ENERGY INC,53061053505
Thurston,Olympia,WA,98506,2023,KIA,EV6,1,3,0,0,22,251794273,-122.87741 47.05997,PUGET SOUND ENERGY INC,53067010200
King,Burien,WA,98166,2017,BMW,I3,1,1,81,0,34,223735361,-122.3472273 47.4568458,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033027800
King,Seattle,WA,98177,2013,TESLA,MODEL S,1,1,208,69900,36,189174597,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033001600
King,Seattle,WA,98125,2018,AUDI,A3,0,2,16,0,46,125949232,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000102
King,Bellevue,WA,98005,2023,CHRYSLER,PACIFICA,0,1,32,0,41,254567477,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023500
King,Newcastle,WA,98056,2017,TESLA,MODEL S,1,1,210,0,41,349176782,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024703
King,Renton,WA,98058,2014,NISSAN,LEAF,1,1,84,0,11,7232375,-122.1476337 47.4438471,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025702
King,Kirkland,WA,98034,2020,TESLA,MODEL Y,1,1,291,0,1,110716420,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022204
King,Newcastle,WA,98056,2016,TESLA,MODEL S,1,1,210,0,41,183345998,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024703
King,Seattle,WA,98112,2023,MINI,COUNTRYMAN,0,2,17,0,43,251245452,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006400
King,Burien,WA,98168,2013,CHEVROLET,VOLT,0,1,38,0,34,192121443,-122.297205 47.486649,CITY OF SEATTLEWACITY OF TACOMAWA,53033027400
Clark,Vancouver,WA,98686,2023,JEEP,GRAND CHEROKEE,0,2,25,0,17,255238567,-122.626623 45.711724,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040412
King,Kirkland,WA,98034,2024,KIA,EV9,1,3,0,0,45,268285426,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021906
King,Seattle,WA,98125,2013,NISSAN,LEAF,1,1,75,0,46,233497323,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000201
King,Bellevue,WA,98005,2023,TESLA,MODEL Y,1,3,0,0,48,230551156,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023601
King,Covington,WA,98042,2017,CHEVROLET,BOLT EV,1,1,238,0,47,249335264,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031709
Thurston,Olympia,WA,98502,2022,VOLVO,XC40,1,3,0,0,22,199520345,-122.92333 47.03779,PUGET SOUND ENERGY INC,53067010600
King,Kirkland,WA,98034,2023,FORD,ESCAPE,0,1,37,0,45,269454181,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Seattle,WA,98125,2022,VOLVO,XC60,0,2,18,0,46,251602529,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033001202
King,Issaquah,WA,98029,2023,TESLA,MODEL Y,1,3,0,0,5,259068043,-122.0209893 47.5632565,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032221
King,Seatac,WA,98148,2022,TESLA,MODEL 3,1,3,0,0,33,220545510,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
Kitsap,Bremerton,WA,98337,2014,FORD,C-MAX,0,2,19,0,26,123557535,-122.632139 47.569172,PUGET SOUND ENERGY INC,53035080500
King,Seattle,WA,98102,2021,TESLA,MODEL Y,1,3,0,0,43,269503461,-122.3212726 47.6296532,CITY OF SEATTLEWACITY OF TACOMAWA,53033007406
King,Bellevue,WA,98006,2022,TESLA,MODEL 3,1,3,0,0,41,183478207,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024901
King,Bellevue,WA,98008,2023,BMW,I4,1,3,0,0,48,236620310,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023403
King,Seattle,WA,98122,2024,KIA,EV6,1,3,0,0,43,267324641,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007405
King,Bellevue,WA,98007,2023,NISSAN,LEAF,1,3,0,0,48,221252636,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022805
King,Seattle,WA,98102,2020,NISSAN,LEAF,1,1,149,0,43,133934426,-122.3212726 47.6296532,CITY OF SEATTLEWACITY OF TACOMAWA,53033006100
Clark,Vancouver,WA,98685,2023,CHEVROLET,BOLT EUV,1,3,0,0,18,229864085,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040908
King,Seattle,WA,98119,2018,TESLA,MODEL 3,1,1,215,0,36,476171755,-122.3684 47.64586,CITY OF SEATTLEWACITY OF TACOMAWA,53033006900
King,Seattle,WA,98122,2014,CHEVROLET,VOLT,0,1,38,0,43,237822777,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007503
Kitsap,Bainbridge Island,WA,98110,2022,KIA,SORENTO,0,1,32,0,23,267491759,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,236275483,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Clark,Washougal,WA,98671,2024,VOLVO,XC60,0,1,35,0,18,253815901,-122.317523 45.595997,BONNEVILLE POWER ADMINISTRATIONPACIFICORPPUD NO 1 OF CLARK COUNTYWA,53011040509
King,Bellevue,WA,98004,2023,VOLVO,XC60,0,1,35,0,48,258910739,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023805
King,Snoqualmie,WA,98065,2023,TESLA,MODEL Y,1,3,0,0,5,251319743,-121.8472211 47.5204834,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032605
King,Bothell,WA,98011,2023,HYUNDAI,IONIQ 5,1,3,0,0,1,259954460,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022001
King,Renton,WA,98059,2022,TESLA,MODEL Y,1,3,0,0,11,220425747,-122.134502 47.492627,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025602
King,Bellevue,WA,98007,2022,TESLA,MODEL Y,1,3,0,0,48,215074842,-122.1436732 47.6157551,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023603
King,Kirkland,WA,98034,2018,NISSAN,LEAF,1,1,151,0,45,4479429,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
Snohomish,Snohomish,WA,98296,2023,TESLA,MODEL Y,1,3,0,0,44,240367032,-122.121841 47.841036,PUGET SOUND ENERGY INC,53061041610
King,Bellevue,WA,98004,2023,TESLA,MODEL X,1,3,0,0,41,245596571,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023808
Clark,Brush Prairie,WA,98606,2020,JAGUAR,I-PACE,1,1,234,0,17,262666421,-122.4767202 45.7381698,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040505
